,날짜,헤드라인
4707,20220212,울산 신규 확진 806명…기존 확진자 접촉·감염경로 미확인
4708,20220212,경북 22개 시·군서 오후 4시 기준 2056명 추가 확진…처음으로 2000명대
4709,20220212,"김제시, 산업‧농공단지 중소기업 청년에 교통비 월 5만원 지원"
4710,20220212,신속항원 `가짜음성` 우려…정부 “PCR 검사 줄지 않았다”
4711,20220212,제주 오후 5시 기준 504명 확진…13일 연속 역대 최다치 경신
4712,20220212,충북 오후 4시 1229명 확진…동일 시간대 역대 최다 기록
4713,20220212,제주 누적 확진자 1만명 눈앞…신규 504명
4714,20220212,경남 12일 오후 5시 569명 확진…사흘만에 또 역대 최다
4715,20220212,'주차장 포장 공사' 강릉시보건소 선별진료소 종합운동장 임시 이전
4716,20220212,강원 11일 신규확진 960명…누적 2만4611명
4717,20220212,재택치료 모니터링 15만4000명…17일부턴 '집중관리군'만
4718,20220212,재택치료 개편 후 집중관리군 7727명 늘어 누적 1만5883명
4719,20220212,`자가진단키트` 내일부터 1인당 `1회 5개`…하루 수차례 중복구매는 허용
4720,20220212,확진자 3명 중 1명은 10~20대…누적 확진자 40만명 넘었다
4721,20220212,"코로나19 자가검사키트, 약국·편의점서 1인당 5개 구매 제한"
4722,20220212,"하루 확진 5만명 넘는데…정부, 방역 완화 검토하는 이유"
4723,20220212,부산 오후 2시까지 2848명 확진…또 3000명 넘길 듯
4724,20220212,"전국 요양병원·시설 줄줄이 '집단감염'…총 14건, 445명 확진"
4725,20220212,3차 접종률 57%…14일부터 노바백스 접종(종합)
4726,20220212,내일부터 '자가검사키트' 1인 1회 5개 구매 제한…20개이상 대용량 포장만 허용
4727,20220212,충남에 경찰병원 건립 필요성 제기…중부권 공공의료 시너지 확대
4728,20220212,약국·편의점만 자가검사키트 판매…1인당 5개 구매 제한
4729,20220212,"中 매체 ""테슬라, 베이징 디자인센터 연내 착공"""
4730,20220212,"한달 새 확진자 12배 폭증, '역대최다' 5만4941명 기록…주말 6만명대 나오나"
4731,20220212,"""9·11 배상에 왜 아프간 자산 사용?"" 탈레반, 미국 강력 비난"
4732,20220212,슬기로운 공감생활 [조성진 박사의 엉뚱한 뇌 이야기]
4733,20220212,대전 확진자 1500명대로 치솟아…11일 1511명 역대 최다
4734,20220212,아빠 재택치료 중 엄마도 확진…나는 얼마나 격리할까[Q&A]
4735,20220212,인천 11일 첫 5000명 돌파…5068명 확진·4명 사망
4736,20220212,제주 일일 확진 500명대 진입…2명 사망
4737,20220212,제주 신규 확진자 사상 첫 500명대…사망자도 2명 발생
4738,20220212,"멈추지 않는 확산세…부산, 또 역대 최다 3051명 확진"
4739,20220212,부산 '다시 최다' 3051명 확진…사망자 40대 1명 등 4명 추가
4740,20220212,[이슈 In] 선심성 공약 경쟁 '급급'…건보 지속가능성 논의는 실종
4741,20220212,대구 11일 2370명 추가 감염…나흘째 2000명대 확진
4742,20220212,울산 오전 10시 414명 추가 확진…모두 감염경로 미확인
4743,20220212,신규확진 기록 이틀 만에 또 최다…사흘연속 5만명대
4744,20220212,신규확진 5만4941명 '최다'…재택치료 20만명 육박(종합)
4745,20220212,강원 960명 확진…다시 1000명대 아래로 떨어져
4746,20220212,경남 11일 1699명 확진…전날보다 493명↓
4747,20220212,경기 사흘연속 1만명 중후반…11일 1만5960명 확진
4748,20220212,대전 역대 최다 1511명 확진…PCR 검사 양성률도 20% 최고
4749,20220212,"""나도 혹시 코로나?""…검사부터 재택치료까지 어떻게"
4750,20220212,[속보] 코로나19 신규확진자 5만 4941명… 확산 가속도
4751,20220212,"확진 5만4941명, 역대 최다…사흘째 5만명대, 사망 33명(종합)"
4752,20220212,코로나 신규 확진 5만4941명 역대 최다…내주 `방역패스` 조정되나(종합)
4753,20220212,3차 접종률 57%…60세 이상 고령 86.9% 참여
4754,20220212,신규확진 5만4941명 '또 최다'…재택치료 20만명 육박
4755,20220212,"확진 5만4941명, 역대 최다…사흘째 5만명대 발생(상보)"
4756,20220212,[속보]코로나19 백신 신규 3차 접종 30만명…누적 57.0%
4757,20220212,[속보]코로나19 신규 확진자 5만 4941명…또다시 역대 최다
4758,20220212,[속보]재택치료자 20만명 육박…위중증 275명·사망 33명
4759,20220212,[속보]신규확진 5만4941명 '역대 최다'…사흘째 5만명대
4760,20220212,"[속보] 확진 5만4941명, 역대 최다…사망 33명, 위중증 275명"
4761,20220212,"충북교사노조 ""학교 방역업무 전담 인력 추가배치 해야"""
4762,20220212,충북 11일 1157명 확진…나흘째 1000명대 발생
4763,20220212,광주 병원발 집단감염 등 1576명 신규 확진 '역대 최다'
4764,20220212,"3형제 5년 모은 저금통 373만원 기부…""코로나19 속 이웃돕기로"""
4765,20220212,"[#나눔동행] ""보람만큼 안타까움도"" 무연고자 장례지원 봉사하는 이호진씨"
4766,20220212,오미크론 '우후죽순' 확산…광주·전남 일일확진 또 2000명대
4767,20220212,‘이재명 지지’ 한국노총 내홍…산하조직들 “윤석열 지지”[촉!]
4768,20220212,"찬바람에 갑작스런 안면 통증, '삼차신경통' 의심"
4769,20220212,정월대보름에 부럼 깨기 조심해야...치아가 깨졌을 땐 이렇게 하세요
4770,20220212,"전북, 일일 확진자 1500명대 유지…9일째 네 자릿수"
4771,20220212,"어딜가도 품절, 가격은 4배↑…자가키트 대란에 '소분화·가격제한'"
4772,20220212,"[비만 돋보기]이재동 학장 ""오십견, 마른 복부비만 특히 위험"""
4773,20220212,경북 23개 모든 시·군서 확진자 발생…11일 1831명 추가 감염
4774,20220212,"나폴레옹·단테도 앓았던 뇌전증, “정신병 아닌 치료 가능한 질환”"
4775,20220212,3월 20만명 '정점' 한달간 유행 지속 전망…6월 가서야 코로나 해방?
4776,20220212,위중증 유지에 잇단 '조정' 언급…거리두기 완화되나
4777,20220212,족저근막염이 10년 사이에 3배나 늘어난 이유
4778,20220212,지겨운 코로나 언제 끝나나?…'정점' 2월 말 vs 3월 초·중·순 갈려
4779,20220212,"[탈레반 체제 반년] ③ 아프간 탈출 전 여성 의원 ""그들은 바뀌지 않았다"""
4780,20220212,[박주연의 잘 먹고 잘 사는 법]영양으로 면역력 기르기 - 아연·셀레늄·오메가-3
4781,20220212,피부미용 시술 다변화…600억 '스킨부스터' 경쟁 가열
4782,20220212,"자가검사키트, 17일부턴 온라인에 없다... 가격 치솟는데 대책은 ""검토 중"""
4783,20220212,환자 보호자 PCR 검사비 건보 적용한다
4784,20220212,자가검사키트 대란… 값 10배까지 치솟아
4785,20220212,"정부, 거리두기 완화 만지작… “할수 있으면 내주 조정”"
4786,20220212,"올림픽 증후군, 단기불면증, 위식도역류증후군 주의하세요"
4787,20220212,[심부전과 살아가기]이제껏 병 하나 없이 살아왔는데… 심부전이라니?
4788,20220212,'뇌관' 고령층 확진비율↑…위중증 안정세 불안불안
4789,20220213,"“학교 가려면 1주에 2번 코 찔러야, 이건 아동학대”"
4790,20220213,자가검사키트 온라인 판매금지 첫날... 약국도 편의점도 “없다”
4791,20220213,빠르면 이달말 4차접종 시작... 3차 접종후 4개월 지난 고위험군 우선
4792,20220213,"9시 5만2500명 확진, 동시간대 최다…6만명 육박할 듯"
4793,20220213,"[속보]9시 5만2500명 확진, 동시간대 최다…6만명 육박할 듯"
4794,20220213,장애인 대상 도서 택배서비스 올해도 무료 운영
4795,20220213,"순창군, '평생학습도시'로 지정"
4796,20220213,"익산시, 사과·배 농가에 과수화상병 예방 약제 지원"
4797,20220213,"[연합뉴스TV 스페셜] 215회 : 새로운 시니어가 온다! ""인생은 60부터"""
4798,20220213,강원 신규확진 1025명…두 번째 1000명대(종합)
4799,20220213,서울서 오후 6시까지 8903명 확진…전날보다 1629명↓
4800,20220213,6시 기준 4만7925명 신규확진…일요일 동시간대 최다
4801,20220213,[속보]6시 기준 4만7925명 신규확진…일요일 동시간대 최다
4802,20220213,여야정 '2월 추경' 막판 진통…방역지원금 액수 이견
4803,20220213,'오미크론 맹위' 광주·전남 2506명 확진…대유행 지속
4804,20220213,"양성일 차관, 아동보호전문기관 현장 방문"
4805,20220213,지역 아동보호전문기관 현장 점검
4806,20220213,강원 신규확진 1003명…두 번째 1000명대
4807,20220213,"제주, 누적 확진자 1만명 돌파…신규 확진 494명"
4808,20220213,"재택치료자 20만 명 돌파… 정부는 ""괜찮다""지만"
4809,20220213,'고령층 밀집' 요양시설 집단감염 잇따라…중증 위험↑
4810,20220213,"국립재활원, 코로나19 격리해제자 위한 재활안내서 발간"
4811,20220213,"방역당국, 내일 면역저하자·요양시설 입소자 '4차 접종' 계획 발표"
4812,20220213,"""용기 있는 결단"", 두 달 이어진 9시 제한 드디어 끝나나"
4813,20220213,4차 접종 대상·시기 내일 나온다…오미크론 방어력 관건
4814,20220213,자가검사키트 3000만명분 약국·편의점에 공급
4815,20220213,재택치료자 20만명 넘어서…9.1만명 집중관리 여력 확보
4816,20220213,"정부, 내일 '4차 접종 계획' 발표…고위험군 대상 유력"
4817,20220213,'2022드림프로그램' 14∼27일 개최…평창올림픽 유산·가치 공유
4818,20220213,'오미크론 확산' 강원 신규확진 985명…닷새째 900명↑
4819,20220213,"직장인에게 필요한 대선 공약은…""상시업무에 비정규직 금지"""
4820,20220213,"식약처, 2월 말까지 개인용 자가검사키트 3000만명분 공급"
4821,20220213,"""코로나 걸렸다 회복 중이라면…이렇게 재활하세요"""
4822,20220213,청년이 만드는 청년사회서비스…복지부 사업단 공모
4823,20220213,'첨단보건의료 선도' 전남대병원 의생명연구지원센터 개소
4824,20220213,제주 554명 신규 확진…주간 일평균 확진자 449명
4825,20220213,"무서운 확산세…부산, 또 역대 최다 3442명 확진"
4826,20220213,수원시 확진자 1084명…닷새째 1천명대
4827,20220213,신규확진 5만6431명 '최다'…재택치료 21만명 중 절반 '셀프관리'(종합)
4828,20220213,"오미크론, 독감처럼 관리?…""경증·중증 진료체계 연착륙부터"""
4829,20220213,"대전, 연일 1500명 안팎 감염…누계 3만명 넘겨"
4830,20220213,"새 학기 방역지침에 ""고위험군 대책 우려""…이유는"
4831,20220213,신규 확진 5만6000명 넘어 또 '최대치'… 4일 연속 5만 명대
4832,20220213,"5만 6431명, 또 역대 최다…재택치료 20만명 넘었다(종합)"
4833,20220213,[속보] 코로나19 신규 확진 5만6431명 '최다'…나흘째 5만명대
4834,20220213,신규확진 5만6431명 '최다'…재택치료 20만명 넘었다
4835,20220213,확진 5만6431명… 4일 연속 5만명대
4836,20220213,"[속보]코로나19 백신 신규 3차 접종 16.9만명, 누적 57.3%"
4837,20220213,"[속보]신규 확진자 5만 6431명, '역대 최다' 경신"
4838,20220213,[속보]재택치료 21만4869명…위중증 288명·사망 36명
4839,20220213,[속보]신규확진 5만6431명 '최다'…나흘째 5만명대
4840,20220213,"대한약사회, 자가검사키트 편의점 소분 판매 비판"
4841,20220213,[#나눔동행] '당신들 덕분에'…사랑의 온도 덥힌 얼굴없는 천사들
4842,20220213,아기가 숨 가빠하고 손·발가락 끝이 파랗다면... ‘선천 심질환’ 의심
4843,20220213,부산진경찰서 문닫고 술판 벌인 주점서 22명 단속
4844,20220213,[광주 북구소식] 유니세프 '아동친화도시 인증' 획득
4845,20220213,"경남도, 청소·경비 현장노동자 휴게시설 개선한다"
4846,20220213,"'오미크론 맹위'…광주·전남 2721명 확진, 감염병 대유행"
4847,20220213,명치 부위 갑작스런 통증 발생하면 쓸개에 생긴 돌 '담석' 의심
4848,20220213,입 안 궤양이 낫지 않고 오래간다면? '설암' 의심해봐야
4849,20220213,5명중에 한명은 일생에 한번 겪는 두드러기[김수영 교수 피부칼럼]
4850,20220213,"""기후위기, 아동 심리문제 야기…일상 괴롭히는 모기처럼 인식"""
4851,20220213,"""하필 출퇴근 시간에"" 지하철 시위에 불만 고조…""이해하자"" 목소리도"
4852,20220213,"""무관심보다 낫다""…장애인단체, 시민 불만에도 지하철 붙잡는 이유"
4853,20220213,스텔스 오미크론에도 '노마스크' 추진…한국은 언제 벗나
4854,20220213,'비아그라' 판매 성인용품점 운영 40대 징역 6개월 실형
4855,20220213,"'스티커 갈이' 있었지만…경찰, 맥도날드 식품위생법 불송치"
4856,20220213,[100세건강] 코로나19 '음성'인데 2주 연속 기침·식은땀 왜일까?
4857,20220213,내일부터 경로당 문 닫는다…'고령층 감염 차단 시급'
4858,20220213,내일 4차접종 세부계획 발표한다…면역저하자 1순위 예상
4859,20220213,내일부터 노바백스 접종…접종률 돌파구 될까
4860,20220213,오늘부터 3주간 자가검사키트 '1회당 5개'까지만…중복구매는 허용
4861,20220213,"“코로나보다 우울증이 더 위험""..자가진단 어떻게?"
4862,20220213,"""금연하세요... 흡연이 발기부전에 영향 미쳐"""
4863,20220214,오후 9시까지 신규확진 5만6327명… 6만명 안팎될 듯
4864,20220214,"정은경 ""역학조사 위한 QR 중단..접종증명은 유지"""
4865,20220214,"정은경 ""출입명부 목적 QR코드 중단 검토…방역패스는 활용"""
4866,20220214,14일 밤 9시까지 5만6327명 확진…15일 6만명 가능성
4867,20220214,오후 9시 전국 5만5993명 확진 '최다'…내일 6만명 안팎 예상
4868,20220214,"김총리, 野 '방역지원금 1천만원' 요구에 ""물가·금리도 봐야"""
4869,20220214,"김 총리 ""나라 곳간 열어 막 풀면 그건 공짜인가"""
4870,20220214,[속보]오후 9시까지 전국 5만5993명 확진…또 동시간대 '최다'
4871,20220214,면역저하자 등 180만명 4차접종 시작… “일반인은 고려 안해”
4872,20220214,"전자출입명부 중단될 듯… 정부 ""격리 급증하면 기간도 조정 가능"""
4873,20220214,"부산 장애인 인권운동가, 장애여성 성추행 혐의 조사"
4874,20220214,"문세윤 확진 '1박2일' 촬영 취소, 아이돌그룹 7명 전원 감염까지"
4875,20220214,"유은혜, 서강대 찾아 ""대학에도 신속항원검사 키트 우선 보급"""
4876,20220214,"[속보] 정은경 ""출입명부용 QR코드 잠정 중단 검토 중"""
4877,20220214,오후 6시까지 4만8764명 확진…동시간대 최다
4878,20220214,[속보]오후 6시까지 4만8764명 신규 확진…동시간대 최다
4879,20220214,14일 오후 6시 4만8519명…또 동시간대 '역대 최다'(종합)
4880,20220214,"요양병원 '4차접종', 미접종자 '노바백스'... 꿈틀대는 위중증 잡을까"
4881,20220214,강원 신규확진 1045명…세 번째 1000명대
4882,20220214,울산 오후 6시 777명 신규 확진…누적 1만7800명 넘어
4883,20220214,울산 일일 확진자 777명…누적 1만7802명(종합)
4884,20220214,"GC녹십자, 작년 영업익 737억…전년 比 47%↑"
4885,20220214,"자가검사키트, 내일(15일)부터 6천원...구매는 어디서?"
4886,20220214,"메디포스트, 작년 매출액 549억…전년 比 12.8% 성장"
4887,20220214,경남 14일 오후 5시 2480명 확진…오늘부터 노바백스 접종 시작
4888,20220214,"제주, 523명 신규 확진…누적 확진자 절반이 2월 발생"
4889,20220214,"4차접종 의견 분분...""고위험군엔 접종 이익""vs""부작용 우려"""
4890,20220214,14일부터 경로당·노인여가복지시설 대면 프로그램 전면 중단
4891,20220214,"자가검사키트, 편의점에서 개당 6000원에 판다"
4892,20220214,"식약처, 자가검사키트 개당 6천원으로 가격 지정"
4893,20220214,"부산 EDC 웰니스센터 개관, 스마트 의료시대 열다"
4894,20220214,[게시판] 아태교육원 등 국제기구 인턴 모집
4895,20220214,정점 안 보이는 오미크론…정부·당국 거리두기 완화 고심
4896,20220214,"LG엔솔 오창공장, 저소득가정 후원금 전달"
4897,20220214,주말새 서울 유·초·중·고 학생 1555명 코로나 확진
4898,20220214,"[충북소식] LG엔솔 오창공장, 저소득가정 후원금 전달"
4899,20220214,사고차량 운전자 구조하다 숨진 서원채씨 의사자 인정
4900,20220214,"정은경 ""위험군 180만명 4차 접종""…오미크론 차단 가능할까"
4901,20220214,국민 57.3% 3차 접종…오늘부터 노바백스 접종(종합)
4902,20220214,"정은경 ""이상반응 우려 미접종자, 노바백스 백신 맞아라"""
4903,20220214,전국 경로당 운영·노인여가복지시설 대면프로그램 전면 중단
4904,20220214,인공관절 수술용 로봇 '닥터 엘씨티' 아시아 디자인 프라이즈서 골드위너 수상
4905,20220214,"바디프랜드 안마의자, '아시아 디자인 프라이즈' 위너 수상"
4906,20220214,"대전지역암센터, 2년 연속 '지역암센터 우수기관' 선정"
4907,20220214,"청년 가장 '영케어러' 찾아 나선다…정부, 발굴 조사·법적 기반 마련"
4908,20220214,가족 간병하느라 진로 포기하는 청년들…내달 실태조사
4909,20220214,병·의원에서도 가능한데…보건소 신속항원검사량 '여전'
4910,20220214,문 닫은 경로당 예산으로 취약계층 식사 지원 확대
4911,20220214,"""약국 5곳 찾아 겨우 샀다"" 자카진단키트 품귀 심화"
4912,20220214,"충남자치경찰위, 교통사고 빅데이터 활용해 안전 등하굣길 조성"
4913,20220214,"코로나 입원·격리자만 생활지원비 받는다... 접종완료자, 병가자는 제외"
4914,20220214,"KAIST-IBS, 코로나19 전염율 ↑, 위중증화는↓…수리모델로 입증"
4915,20220214,강원 신규확진 1092명…또 역대 최다 경신
4916,20220214,"광주노인보호전문기관, 빛고을노인건강타운으로 이전"
4917,20220214,"우석대 간호학과, 간호사 국가시험 100% 합격"
4918,20220214,"울산 백신 3차 접종률 54,8%…노바백스 신규 접종 돌입"
4919,20220214,"[광주소식] 광주과학기술진흥원, 지역 대학과 업무협약"
4920,20220214,국내 대학병원 최초 비뇨기 전문 이대병원 진료 시작
4921,20220214,"광주시, 3월부터 고령층 등 공공체육시설 이용료 50% 감면"
4922,20220214,"북경한미약품, 15년 연속 中 정부 ‘고신기술기업’ 인증"
4923,20220214,"당국 ""돌파감염 증가 당연한 현상…백신 여전히 효과적"""
4924,20220214,'부럼 담긴 과일바구니 만들어요'
4925,20220214,'부럼 담긴 과일바구니 만들어요'
4926,20220214,'부럼 담긴 과일바구니 만들어요'
4927,20220214,정월대보름 맞이 과일바구니 만들기
4928,20220214,대보름 맞아 부럼 담긴 과일바구니 만들기
4929,20220214,대보름 맞아 부럼 담긴 과일바구니 만들기
4930,20220214,대보름 맞아 부럼 담긴 과일바구니 만들기
4931,20220214,정월대보름 맞이 과일바구니 만들기
4932,20220214,장수어르신께 전달할 부럼 담긴 과일바구니
4933,20220214,장수어르신께 전달할 부럼 담긴 과일바구니
4934,20220214,장수어르신께 전달할 부럼 담긴 과일바구니
4935,20220214,화이자보다 안전하다는 노바백스…기저질환자도 문제없나
4936,20220214,"인터파크바이오, 엘젠테라퓨틱스와 항암신약 연구 협력"
4937,20220214,"면역저하자·요양병원 4차접종 시작…""일반인 검토 안 해"""
4938,20220214,코로나 위험도 4주째 '높음'…60세 이상 확진율 11.7%
4939,20220214,"김 총리 ""황대헌이 한국 청년 모습…꿈 실현 돕는 게 청년정책 핵심"""
4940,20220214,서울 확진자 중 72% 재택치료…대면진료기관 확대
4941,20220214,"60세 이상 4차접종 제외…""3차접종 효과 상존·치료제 있어"""
4942,20220214,오늘부터 면역저하자 130만명 4차접종…일반국민은 검토 안해
4943,20220214,새해 건강목표 재점검 시기…MZ세대 '고혈압' 확인을
4944,20220214,면역저하자 150만명 오늘부터 4차접종…요양병원 3월 시행(종합)
4945,20220214,"정선군, 무연고 사망자 장례 지원"
4946,20220214,"5~11세 코로나 백신, 올해 물량 계약에 포함…접종 여부는 검토중"
4947,20220214,"정선군, 무연고 사망자 장례 지원…'마지막 배웅'"
4948,20220214,"경주시립도서관, 취학 전 아동에 책꾸러미 무료 배부"
4949,20220214,"김강립 식약처장, 공군 제16전투비행단 방문해 위문품 전달"
4950,20220214,국내 입국 검역정보 사전입력시스템 21일부터 3주간 시범운영
4951,20220214,21일부터 검역정보 사전입력 도입…'검역시간 단축'
4952,20220214,[증평소식] 장애인 콜택시 2대→3대 확대 운영
4953,20220214,스마트폰으로 코로나19 신속항원검사 문진표 작성 가능
4954,20220214,"남원시, 한국전력·SKT와 ‘1인 가구 안부살핌’ 사업…대상자 1000명"
4955,20220214,"오미크론 검출률 96.9%…치명률 0.19%, 델타의 ⅓"
4956,20220214,"세종시청자미디어센터-공주시니어클럽, 노인 일자리 창출 MOU"
4957,20220214,[인터뷰]강다윗 한바이오 회장 “탈모 세포치료제 올 하반기 임상 돌입”
4958,20220214,오늘부터 노바백스 코로나19 백신 접종 시작 [뉴시스Pic]
4959,20220214,"""해열진통제 사둘 걸""...'코로나19 담당자'가 전한 재택치료기"
4960,20220214,[서귀포소식] 독거노인 냉난방비 연 8만5천원 지원
4961,20220214,"오늘부터 미접종 고위험군 노바백스 접종…일반인, 잔여백신 가능"
4962,20220214,부스터샷 4개월 후 4차접종…면역저하자 오늘부터
4963,20220214,"[속보]정은경 ""일반인 4차접종 검토 안 해…방역패스 연계 없다"""
4964,20220214,'180만명 대상' 4차접종 시작…집단감염 우려시 접종간격 3개월
4965,20220214,"'4차 접종', 면역저하자 28일·요양시설 3월부터…화이자·모더나 접종"
4966,20220214,"[속보]""돌파감염 3차접종 0.37%·2차접종 0.85% 추정"""
4967,20220214,[속보]오미크론 중증화율 0.42%·치명률 0.19%…델타의 ⅓
4968,20220214,오늘부터 선별진료소 검사 전 QR코드로 문진표 작성...방역패스도 전자 발급
4969,20220214,[속보]오미크론 검출률 97.1%…1주 전보다 5%p 증가
4970,20220214,[속보]전국 코로나19 위험도 4주 연속 '높음'
4971,20220214,[속보]면역저하자·요양시설 입소자 화이자·모더나로 4차 접종
4972,20220214,"제약바이오, 美 암연구학회서 발표할 연구 성과는?"
4973,20220214,"최초에서 최고로, 이대비뇨기병원 정식진료 개시"
4974,20220214,"길고양이 불붙인 학대범에 ""법정최고형 처벌해야""…90개 동물단체 고발"
4975,20220214,산전·산후 우울증 임산부 지원…서울시의회 상임위 통과
4976,20220214,"도, 식품위생업소 시설개선 자금 지원"
4977,20220214,"""상가 보유한 친구도 받는데""...20대 직장인 가장은 청년희망적금 '탈락'"
4978,20220214,"창원시, 24시간 재택치료자 관리지원 상담센터 운영"
4979,20220214,"베리스모테라퓨틱스, ‘베리스모 아시아’ 설립"
4980,20220214,"자가진단키트 구매 제한 이틀째 시민들 ""그래도 구하기 어려워요"""
4981,20220214,"건양대병원, '심혈관질환 국제심포지엄' 성료"
4982,20220214,"교육부, 유·초·중·고 등교 전 신속항원검사 추진(종합)"
4983,20220214,재택치료 환자 23만명중 16만명 '셀프관리'
4984,20220214,"""셀프치료? 오징어게임 시작""…재택치료 첫 주말, 현장 혼선 여전"
4985,20220214,"[소식]국립재활원, 장애인 게임보조기기 개발…내달 배포"
4986,20220214,"한일장신대 간호학과, 간호사 국가시험 또 100% 합격"
4987,20220214,"코로나19 생활지원비, 가구 구성원→입원·격리자 수로"
4988,20220214,"'美 흥행' SK바이오팜 뇌전증 치료제, 한국에 언제?"
4989,20220214,"폐암 '20대 1%→ 60대 68% '… 금연, 빠를수록 좋다"
4990,20220214,"'천식·COPD 중첩' 질환 악화 위험, 동양인 약 2배 높아"
4991,20220214,3월 신학기 정상등교하려면 '주 2회' 신속항원검사 받아야
4992,20220214,'전체 가구원 수' 지급 격리 지원비→'실제 격리자 수'로 바뀐다
4993,20220214,"확진 급증에 재택치료 생활비, '가구원수→격리자확진자'로 줄여(상보)"
4994,20220214,"방역당국 ""이번주부터 위중증·사망자 늘어날 것…거리두기 변동 검토"""
4995,20220214,"유·초·중·고 학생·교직원, 자가검사키트 선제검사 후 등교"
4996,20220214,"브레이크 없는 확산세…부산, 또 역대 최다 3520명 확진"
4997,20220214,"[게시판] 서울시, 공공생리대 비치 기관 286곳으로 확대"
4998,20220214,"제주, 509명 신규 확진…누적 확진자 1만196명"
4999,20220214,부산 나흘째 확진자 3000명대…재택치료자 1만4641명
5000,20220214,[속보]재택치료 추가지원금 중단…유급휴가비 13만→7만3000원
5001,20220214,[속보]오늘부터 격리자만 생활지원비 지원
5002,20220214,"정부 ""유행 추이·의료체계 여력 고려해 거리두기 조정 검토"""
5003,20220214,"결혼이주여성 14만 달해…""차기 정부, 체류권·노동권 보장해야"""
5004,20220214,"전북, 1600명 안팎 확진 지속…20대 이하 50.21%(종합)"
5005,20220214,"""이주민 200만 시대 인권 보장 공약 내야"", 이주민 시민단체 촉구"
5006,20220214,"어린아이 숨쉴때 '휘파람 소리' 들리면…""코로나 의심해야"""
5007,20220214,"이주인권단체, 이주민 권리보장 대선공약 채택 촉구"
5008,20220214,[천안소식] 시 경로당 등 노인여가복지시설 운영 중단
5009,20220214,"세라젬, 척추 의료가전 20대 기부…루게릭 환우 지원"
5010,20220214,"아산시, 노인여가복지시설 운영 중단…주말 798명 확진"
5011,20220214,경남 13일 2806명 연일 최다 확진…재택치료 1만5161명
5012,20220214,대구 2606명 신규 확진…오미크론 확산에 나흘간 1만명 감염(종합)
5013,20220214,신규확진 5만4619명…위중증 300명대로 늘어(종합)
5014,20220214,"[속보]정부 ""유행 추이·의료체계 여력 고려해 거리두기 조정 검토"""
5015,20220214,"NHN-강남세브란스, 'AI 이용한 디지털 헬스케어 연구' 맞손"
5016,20220214,대전성모병원 '췌장담도내시경 수련병원'으로 지정
5017,20220214,울산 14일 오전 180명 신규 확진…누적 1만7205명
5018,20220214,울산 코로나19 확진자 180명 추가…누적 1만7205명
5019,20220214,국민 57.3% 3차 접종…노바백스 접종 시작
5020,20220214,수원시 확진자 1137명…엿새째 1천명대
5021,20220214,제주4·3 희생자 보상금 신청 6월부터 접수…3년간 순차 진행
5022,20220214,판정 불만 등 올림픽 스트레스... 이렇게 날려보세요
5023,20220214,옛 하동역사에 미래 꿈꾸는 공간 '드림스테이션' 선다
5024,20220214,[속보] 신규확진 5만4619명…위중증 300명대로 증가
5025,20220214,"대전, 또 역대 최다 1614명 확진…PCR 검사 양성률 28.2%"
5026,20220214,"[옥천소식] 군, 건설공사 27건 17일부터 재개 등"
5027,20220214,"전남여성가족재단, 경력단절 위기 여성에 심리·노무상담 지원"
5028,20220214,"천식·COPD 중복 질환 악화 위험, 동양인이 약 2배 높아"
5029,20220214,광주 외국 국적 만 3∼5세 유아 보육료 지원
5030,20220214,닷새째 5만명대 확진·위중증 306명…2월말 4차접종 시작(종합)
5031,20220214,"5만 4513명, 위중증 300명대…면역 저하자·요양시설 입소자 '4차 접종'(종합)"
5032,20220214,"신규확진 5만4619명, 닷새째 5만명대…재택치료 23만명"
5033,20220214,"횡성군, 개별공시지가 자동 문자 알림서비스 시행"
5034,20220214,"달달한 초콜릿이 스트레스 해소에 도움, 과도하면 발기부전 유발할 수도"
5035,20220214,"메드팩토, 대장암 환자 대상 NK세포·백토서팁 병용 임상 진행"
5036,20220214,[속보] 확진자 닷새째 5만명대…위중증 환자 306명
5037,20220214,신규확진 5만4619명… 5일연속 5만명대
5038,20220214,"대동병원 인공신장센터, 월간 혈액투석 1,000례 돌파"
5039,20220214,[속보]오미크론 1주간 8864명 확인…누적 3만1567명
5040,20220214,코로나19 중년 여성의 관절통 등 갱년기 증상 심화
5041,20220214,"[속보]코로나19 백신 신규 3차 접종 8100명, 누적 57.3%"
5042,20220214,"[속보]5만 4619명, 닷새째 5만명대…위중증 300명대로↑"
5043,20220214,"[속보]신규 확진 5만4619명, 닷새째 5만명대…재택치료 23만2086명"
5044,20220214,"고려대 산학협력단, 투비디티엑스와 기술이전 협약"
5045,20220214,'위중증' 다시 300명대…확진 5만4619명 '닷새째 5만명대'
5046,20220214,200명대 '위중증' 17일만에 깨져 306명…확진 5만4619명(상보)
5047,20220214,"금천구, 홀몸 어르신 공공주택 입주자 모집"
5048,20220214,맘대로 안 풀리는 올림픽? 스트레스 지압으로 날린다
5049,20220214,경희의료원 자체 제작 메타버스 플랫폼 3종 동시 오픈
5050,20220214,"HK이노엔, CAR-T세포 치료제 위탁개발생산 시동"
5051,20220214,"경기도, '경로당 디지털 교육' 서포터즈 40명 모집"
5052,20220214,"JW바이오사이언스-마이크로디지탈, ‘고감도 현장진단기기’ 사업화 MOU 체결"
